USER_NAME,REVIEW_DATE,RESTAURANT,USER_REVIEWS,USER_RESTAURANT_REVIEWS,USER_HELPFUL_VOTES,REVIEW_STARS
Boy_joli,12/26/2014,"Sempre Pizza e Vino - Targ Rybny",6,6,0,4
"Dominik M",12/23/2014,"Sempre Pizza e Vino - Targ Rybny",221,112,68,4
DerHenni,11/25/2014,"Sempre Pizza e Vino - Targ Rybny",147,63,78,5
French-Fancy36,11/24/2014,"Sempre Pizza e Vino - Targ Rybny",38,28,28,5
agamroz,10/29/2014,"Sempre Pizza e Vino - Targ Rybny",5,0,1,5
clare621,10/29/2014,"Sempre Pizza e Vino - Targ Rybny",58,15,40,5
"Victor S",10/14/2014,"Sempre Pizza e Vino - Targ Rybny",5,0,6,5
tomtomnor,10/12/2014,"Sempre Pizza e Vino - Targ Rybny",151,87,53,4
Vinminister,10/1/2014,"Sempre Pizza e Vino - Targ Rybny",11,10,6,4
Baget,9/29/2014,"Sempre Pizza e Vino - Targ Rybny",21,13,3,4
"Anna S",9/23/2014,"Sempre Pizza e Vino - Targ Rybny",62,28,32,4
"Anna S",9/4/2014,"Sempre Pizza e Vino - Targ Rybny",12,4,5,3
"Agnes L",8/31/2014,"Sempre Pizza e Vino - Targ Rybny",18,12,9,4
janevada,8/30/2014,"Sempre Pizza e Vino - Targ Rybny",54,26,42,4
Jilllian,8/23/2014,"Sempre Pizza e Vino - Targ Rybny",650,466,347,4
"Beata M",8/20/2014,"Sempre Pizza e Vino - Targ Rybny",392,285,156,4
slawenty,8/17/2014,"Sempre Pizza e Vino - Targ Rybny",7,7,2,4
Krzysztof1000,8/14/2014,"Sempre Pizza e Vino - Targ Rybny",10,3,10,3
ZbigXXXX,8/5/2014,"Sempre Pizza e Vino - Targ Rybny",18,6,8,5
sriis,7/27/2014,"Sempre Pizza e Vino - Targ Rybny",7,7,4,5
"qubelas q",7/19/2014,"Sempre Pizza e Vino - Targ Rybny",1,0,0,4
Reima79,6/8/2014,"Sempre Pizza e Vino - Targ Rybny",11,10,0,4
"Tom R",5/11/2014,"Sempre Pizza e Vino - Targ Rybny",42,38,8,5
Baksetesjaforen,4/28/2014,"Sempre Pizza e Vino - Targ Rybny",18,8,46,5
"Jouni V",4/18/2014,"Sempre Pizza e Vino - Targ Rybny",80,64,46,5
JacekBJ,4/9/2014,"Sempre Pizza e Vino - Targ Rybny",437,253,364,4
"Magda G",3/9/2014,"Sempre Pizza e Vino - Targ Rybny",12,11,5,5
"Igor S",12/8/2012,"Sempre Pizza e Vino - Targ Rybny",47,15,58,3
LISE54,11/8/2012,"Sempre Pizza e Vino - Targ Rybny",15,6,10,5
ystein,11/5/2012,"Sempre Pizza e Vino - Targ Rybny",2,0,1,5
DudeTrip,10/25/2012,"Sempre Pizza e Vino - Targ Rybny",1,0,1,5
Keerthana_Sethu,10/22/2012,"Sempre Pizza e Vino - Targ Rybny",14,3,23,4
carapils,10/4/2012,"Sempre Pizza e Vino - Targ Rybny",1,0,1,5
"Giancarlo M",10/2/2012,"Sempre Pizza e Vino - Targ Rybny",2,0,0,5
irenem72,9/24/2012,"Sempre Pizza e Vino - Targ Rybny",30,4,56,3
"Michele R",9/9/2012,"Sempre Pizza e Vino - Targ Rybny",46,23,29,5
Late-Day-Traveller,8/4/2012,"Sempre Pizza e Vino - Targ Rybny",199,100,76,5
Jungelmann,7/26/2012,"Sempre Pizza e Vino - Targ Rybny",43,25,23,5
bertillen,7/11/2012,"Sempre Pizza e Vino - Targ Rybny",18,8,9,4
KisaAMA,3/26/2012,"Sempre Pizza e Vino - Targ Rybny",103,67,36,4
"Mario L",3/15/2012,"Sempre Pizza e Vino - Targ Rybny",73,34,81,4
Yum83,1/31/2012,"Sempre Pizza e Vino - Targ Rybny",3,3,6,5
"jonathan r",12/19/2011,"Sempre Pizza e Vino - Targ Rybny",7,3,9,4
ArmandDescailloux,11/30/2010,"Sempre Pizza e Vino - Targ Rybny",1,0,0,4
"Filip T",11/17/2015,"Sempre Pizza e Vino - Targ Rybny",12,6,0,5
"Emma J",11/16/2015,"Sempre Pizza e Vino - Targ Rybny",3,3,1,4
Tottolott...,11/12/2015,"Sempre Pizza e Vino - Targ Rybny",12,6,6,4
"Marta D",11/12/2015,"Sempre Pizza e Vino - Targ Rybny",17,7,11,5
"Eli H",11/12/2015,"Sempre Pizza e Vino - Targ Rybny",2,0,0,4
"Monika S",11/5/2015,"Sempre Pizza e Vino - Targ Rybny",1,0,0,5
CatoTot,11/5/2015,"Sempre Pizza e Vino - Targ Rybny",14,5,2,4
"Roos K",10/29/2015,"Sempre Pizza e Vino - Targ Rybny",7,0,1,4
"Arne G",10/29/2015,"Sempre Pizza e Vino - Targ Rybny",19,13,1,4
"Anna K",10/29/2015,"Sempre Pizza e Vino - Targ Rybny",6,6,0,5
helgehals,10/15/2015,"Sempre Pizza e Vino - Targ Rybny",21,21,1,4
Rikard80,10/14/2015,"Sempre Pizza e Vino - Targ Rybny",74,53,9,4
Cristina...,10/12/2015,"Sempre Pizza e Vino - Targ Rybny",11,10,0,3
"Manuel S",10/12/2015,"Sempre Pizza e Vino - Targ Rybny",9,9,0,3
Dominika...,10/10/2015,"Sempre Pizza e Vino - Targ Rybny",3,3,0,3
"Henk t",10/6/2015,"Sempre Pizza e Vino - Targ Rybny",65,22,23,3
Mariolka...,10/5/2015,"Sempre Pizza e Vino - Targ Rybny",3,3,0,3
"Mia T",10/2/2015,"Sempre Pizza e Vino - Targ Rybny",1,0,0,4
Karianne...,9/30/2015,"Sempre Pizza e Vino - Targ Rybny",11,9,1,5
"Keicam A",9/29/2015,"Sempre Pizza e Vino - Targ Rybny",28,16,1,4
"Monika K",9/26/2015,"Sempre Pizza e Vino - Targ Rybny",3,3,0,5
22MP22,9/23/2015,"Sempre Pizza e Vino - Targ Rybny",21,20,4,4
piskierka,9/17/2015,"Sempre Pizza e Vino - Targ Rybny",3,3,0,4
PiotrNet,9/13/2015,"Sempre Pizza e Vino - Targ Rybny",3,0,0,5
thomashc8...,9/13/2015,"Sempre Pizza e Vino - Targ Rybny",9,7,1,5
Barba984,9/13/2015,"Sempre Pizza e Vino - Targ Rybny",17,17,3,4
Carstenau...,9/12/2015,"Sempre Pizza e Vino - Targ Rybny",43,19,16,5
"Pawe B",9/10/2015,"Sempre Pizza e Vino - Targ Rybny",44,42,4,4
"Kathy M",9/9/2015,"Sempre Pizza e Vino - Targ Rybny",2,0,1,3
KmkCorp92,9/8/2015,"Sempre Pizza e Vino - Targ Rybny",2,0,0,5
Marvin_19...,9/8/2015,"Sempre Pizza e Vino - Targ Rybny",18,11,0,5
Karolina...,9/5/2015,"Sempre Pizza e Vino - Targ Rybny",1,0,0,2
"Tomasz G",9/5/2015,"Sempre Pizza e Vino - Targ Rybny",3,3,1,4
Karolina...,9/3/2015,"Sempre Pizza e Vino - Targ Rybny",2,0,0,5
dby93,9/1/2015,"Sempre Pizza e Vino - Targ Rybny",31,7,20,5
Kasia62,8/31/2015,"Sempre Pizza e Vino - Targ Rybny",1,0,0,3
westesson,8/30/2015,"Sempre Pizza e Vino - Targ Rybny",63,7,18,4
Kashmirr8...,8/30/2015,"Sempre Pizza e Vino - Targ Rybny",12,9,1,5
MDRZEWIEC...,8/28/2015,"Sempre Pizza e Vino - Targ Rybny",2,0,1,5
"Marta N",8/24/2015,"Sempre Pizza e Vino - Targ Rybny",26,25,5,4
pietroz55...,8/21/2015,"Sempre Pizza e Vino - Targ Rybny",20,11,2,4
NazwaNieM...,8/17/2015,"Sempre Pizza e Vino - Targ Rybny",5,5,3,5
Bartomie...,8/16/2015,"Sempre Pizza e Vino - Targ Rybny",20,20,4,4
Magdalena...,8/14/2015,"Sempre Pizza e Vino - Targ Rybny",7,4,1,5
"Tomasz B",8/13/2015,"Sempre Pizza e Vino - Targ Rybny",12,6,0,5
"Filip B",8/10/2015,"Sempre Pizza e Vino - Targ Rybny",29,14,3,5
"Marcin W",8/9/2015,"Sempre Pizza e Vino - Targ Rybny",2,0,0,3
"Kasia C",8/9/2015,"Sempre Pizza e Vino - Targ Rybny",4,4,0,4
"Cecilie S",8/8/2015,"Sempre Pizza e Vino - Targ Rybny",1,0,0,3
"Martin J",8/8/2015,"Sempre Pizza e Vino - Targ Rybny",20,13,1,3
Isabelle...,8/7/2015,"Sempre Pizza e Vino - Targ Rybny",3,3,0,4
"Betina B",8/7/2015,"Sempre Pizza e Vino - Targ Rybny",4,0,0,5
Artyogin,8/5/2015,"Sempre Pizza e Vino - Targ Rybny",15,10,0,4
spa0906,8/2/2015,"Sempre Pizza e Vino - Targ Rybny",4,4,0,4
Merk85,7/31/2015,"Sempre Pizza e Vino - Targ Rybny",40,27,13,3
"Xcbxfh H",7/28/2015,"Sempre Pizza e Vino - Targ Rybny",7,5,2,4
Christina...,7/27/2015,"Sempre Pizza e Vino - Targ Rybny",11,8,3,4
"Stale T",7/24/2015,"Sempre Pizza e Vino - Targ Rybny",7,6,0,5
"PAWE K",7/20/2015,"Sempre Pizza e Vino - Targ Rybny",71,26,23,5
JorgenJac...,7/19/2015,"Sempre Pizza e Vino - Targ Rybny",153,37,95,5
"Tom P",7/17/2015,"Sempre Pizza e Vino - Targ Rybny",3,3,1,4
DanielPor...,7/17/2015,"Sempre Pizza e Vino - Targ Rybny",10,3,2,5
"Roland K",7/16/2015,"Sempre Pizza e Vino - Targ Rybny",15,13,3,3
jo_aleks,7/16/2015,"Sempre Pizza e Vino - Targ Rybny",7,7,1,3
yobwons,7/15/2015,"Sempre Pizza e Vino - Targ Rybny",11,5,8,5
"Ewelina S",7/15/2015,"Sempre Pizza e Vino - Targ Rybny",1,0,1,5
"Bart O",7/14/2015,"Sempre Pizza e Vino - Targ Rybny",1,0,1,4
"John H",7/11/2015,"Sempre Pizza e Vino - Targ Rybny",109,51,27,3
Gregory11...,7/9/2015,"Sempre Pizza e Vino - Targ Rybny",18,11,6,5
Ryszard_O...,7/6/2015,"Sempre Pizza e Vino - Targ Rybny",180,114,233,3
simenoien,7/6/2015,"Sempre Pizza e Vino - Targ Rybny",8,5,3,5
"Tomasz Z",6/27/2015,"Sempre Pizza e Vino - Targ Rybny",18,12,3,4
"Teresa B",6/25/2015,"Sempre Pizza e Vino - Targ Rybny",1,0,0,5
Anne-Mali...,6/23/2015,"Sempre Pizza e Vino - Targ Rybny",6,4,1,4
"Tomasz D",6/23/2015,"Sempre Pizza e Vino - Targ Rybny",2,0,1,4
"Darek U",6/16/2015,"Sempre Pizza e Vino - Targ Rybny",6,4,3,4
"Nicolas K",6/14/2015,"Sempre Pizza e Vino - Targ Rybny",35,24,13,5
"Robert T",6/14/2015,"Sempre Pizza e Vino - Targ Rybny",40,23,16,4
"Edyta G",6/14/2015,"Sempre Pizza e Vino - Targ Rybny",1,0,1,5
Pawelek84,6/12/2015,"Sempre Pizza e Vino - Targ Rybny",1,0,1,2
toeriksen,6/9/2015,"Sempre Pizza e Vino - Targ Rybny",2,0,0,5
WojZa,5/25/2015,"Sempre Pizza e Vino - Targ Rybny",58,35,15,5
monika_wy...,5/25/2015,"Sempre Pizza e Vino - Targ Rybny",52,24,22,4
"Ilona K",5/12/2015,"Sempre Pizza e Vino - Targ Rybny",75,22,11,5
"Maciej G",5/9/2015,"Sempre Pizza e Vino - Targ Rybny",3,3,3,5
Dunkfarth,4/28/2015,"Sempre Pizza e Vino - Targ Rybny",11,9,4,5
Gapatrost...,4/24/2015,"Sempre Pizza e Vino - Targ Rybny",24,19,7,4
"Anna Z",4/20/2015,"Sempre Pizza e Vino - Targ Rybny",1,0,2,5
WojciechS...,4/17/2015,"Sempre Pizza e Vino - Targ Rybny",22,9,5,5
"Gos O",4/10/2015,"Sempre Pizza e Vino - Targ Rybny",35,22,13,5
RobLille,3/27/2015,"Sempre Pizza e Vino - Targ Rybny",58,37,15,5
bluecoqui...,3/21/2015,"Sempre Pizza e Vino - Targ Rybny",7,6,2,4
AneczkaAn...,3/21/2015,"Sempre Pizza e Vino - Targ Rybny",2,0,1,5
mikolaj75,3/20/2015,"Sempre Pizza e Vino - Targ Rybny",1,0,1,5
"Rebekka I",2/28/2015,"Sempre Pizza e Vino - Targ Rybny",4,3,4,4
"Zet E",2/24/2015,"Sempre Pizza e Vino - Targ Rybny",41,17,18,4
Marianne6...,2/22/2015,"Sempre Pizza e Vino - Targ Rybny",14,6,13,5
Huubii,2/18/2015,"Sempre Pizza e Vino - Targ Rybny",36,30,13,5
"Pawe M",1/28/2015,"Sempre Pizza e Vino - Targ Rybny",2,0,3,5
"Magnus L",1/25/2015,"Sempre Pizza e Vino - Targ Rybny",7,7,1,5
dank202,1/25/2015,"Sempre Pizza e Vino - Targ Rybny",2,0,0,5
mamoh2014,1/4/2015,"Sempre Pizza e Vino - Targ Rybny",5,0,4,4
"Maciek C",1/4/2015,"Sempre Pizza e Vino - Targ Rybny",50,27,103,4
"Bozena C",1/2/2015,"Sempre Pizza e Vino - Targ Rybny",1,0,4,4
"Pawe S",1/1/2015,"Sempre Pizza e Vino - Targ Rybny",1,0,3,5
"Jadzia N",11/25/2014,"Sempre Pizza e Vino - Targ Rybny",33,22,24,3
"Adam K",11/17/2014,"Sempre Pizza e Vino - Targ Rybny",4,3,4,5
"Jan G",11/14/2014,"Sempre Pizza e Vino - Targ Rybny",1,0,1,3
Agnieszka...,9/26/2014,"Sempre Pizza e Vino - Targ Rybny",4,4,4,5
"Bente Hel...",9/26/2014,"Sempre Pizza e Vino - Targ Rybny",4,3,2,5
amjjm,9/18/2014,"Sempre Pizza e Vino - Targ Rybny",6,6,6,4
gabrielct...,9/4/2014,"Sempre Pizza e Vino - Targ Rybny",720,381,700,5
euarseni,9/1/2014,"Sempre Pizza e Vino - Targ Rybny",41,24,18,4
"Maciek C",8/31/2014,"Sempre Pizza e Vino - Targ Rybny",50,27,103,2
"Marcin P",8/19/2014,"Sempre Pizza e Vino - Targ Rybny",2,0,2,5
Alessandr...,8/14/2014,"Sempre Pizza e Vino - Targ Rybny",1,0,0,5
Kaaterina...,8/9/2014,"Sempre Pizza e Vino - Targ Rybny",28,25,4,4
PLXZ,8/5/2014,"Sempre Pizza e Vino - Targ Rybny",6,3,2,4
"Kajtek D",8/1/2014,"Sempre Pizza e Vino - Targ Rybny",4,4,2,5
Magdalynk...,7/30/2014,"Sempre Pizza e Vino - Targ Rybny",12,7,9,5
Cogito62,7/21/2014,"Sempre Pizza e Vino - Targ Rybny",116,50,53,5
MadaaIM,7/21/2014,"Sempre Pizza e Vino - Targ Rybny",14,8,12,5
Olga_L09,7/21/2014,"Sempre Pizza e Vino - Targ Rybny",18,3,7,5
marekpawe...,7/19/2014,"Sempre Pizza e Vino - Targ Rybny",18,10,10,2
Maciulkin,7/16/2014,"Sempre Pizza e Vino - Targ Rybny",4,3,2,5
"Ingrid K",7/16/2014,"Sempre Pizza e Vino - Targ Rybny",30,12,3,4
"Gianni A",7/1/2014,"Sempre Pizza e Vino - Targ Rybny",157,69,229,5
Michael13...,6/30/2014,"Sempre Pizza e Vino - Targ Rybny",57,41,25,5
lobo-pl,6/28/2014,"Sempre Pizza e Vino - Targ Rybny",8,3,9,3
Berowit,6/23/2014,"Sempre Pizza e Vino - Targ Rybny",27,7,18,5
santiago4...,6/20/2014,"Sempre Pizza e Vino - Targ Rybny",18,5,9,2
"Synnve J",6/9/2014,"Sempre Pizza e Vino - Targ Rybny",11,8,0,5
zimmer73,5/17/2014,"Sempre Pizza e Vino - Targ Rybny",12,6,1,5
"Zuzanna S",5/11/2014,"Sempre Pizza e Vino - Targ Rybny",1,0,1,4
Yagusia,4/27/2014,"Sempre Pizza e Vino - Targ Rybny",1,0,2,1
Bernardo...,4/22/2014,"Sempre Pizza e Vino - Targ Rybny",165,113,74,4
"Basia S",4/3/2014,"Sempre Pizza e Vino - Targ Rybny",2,0,3,5
EunikaSz,1/6/2014,"Sempre Pizza e Vino - Targ Rybny",1,0,1,5
rychw,12/11/2012,"Sempre Pizza e Vino - Targ Rybny",3,3,2,5
asioper,12/11/2012,"Sempre Pizza e Vino - Targ Rybny",1,0,1,5
TomekAnia,11/20/2012,"Sempre Pizza e Vino - Targ Rybny",7,5,5,5
Bartixd,10/6/2012,"Sempre Pizza e Vino - Targ Rybny",1,0,3,5
KrisS47,10/4/2012,"Sempre Pizza e Vino - Targ Rybny",4,0,8,5
"Frulo G",10/1/2012,"Sempre Pizza e Vino - Targ Rybny",1,0,0,5
malkonten...,8/2/2012,"Sempre Pizza e Vino - Targ Rybny",1,0,0,3
ramiro8,6/15/2012,"Sempre Pizza e Vino - Targ Rybny",3,0,1,5
"Natalia G",5/4/2012,"Sempre Pizza e Vino - Targ Rybny",3,3,9,5
Alfon61,10/14/2011,"Sempre Pizza e Vino - Targ Rybny",100,55,50,3
Ovilnie,9/13/2011,"Sempre Pizza e Vino - Targ Rybny",69,41,30,4
Maciej74,4/29/2011,"Sempre Pizza e Vino - Targ Rybny",5,0,1,3
"Terrence T",11/12/2015,"Nova Pierogova",21,12,8,5
"Sven G",11/5/2015,"Nova Pierogova",24,23,7,4
FrederickJT2,10/1/2015,"Nova Pierogova",7,0,3,5
NormBC,9/25/2015,"Nova Pierogova",198,91,108,5
IulianBucharest,9/9/2015,"Nova Pierogova",10,3,8,4
"Justyna B",9/9/2015,"Nova Pierogova",8,8,2,4
KatrienBelgium,8/25/2015,"Nova Pierogova",12,3,3,4
Sanka_Lives_Here,8/23/2015,"Nova Pierogova",3,0,0,5
"Jane W",8/22/2015,"Nova Pierogova",3,3,4,5
NinaBergsten,8/21/2015,"Nova Pierogova",1,0,0,5
crq2010,8/12/2015,"Nova Pierogova",45,31,22,5
"Josan Y",8/12/2015,"Nova Pierogova",7,4,3,4
sommer9,8/2/2015,"Nova Pierogova",85,29,54,5
"Lene H",8/2/2015,"Nova Pierogova",20,16,2,4
Eric0099,7/27/2015,"Nova Pierogova",146,77,59,4
4-legged-creature,7/25/2015,"Nova Pierogova",39,14,10,4
Gryzli69,7/19/2015,"Nova Pierogova",1,0,0,5
"Cecile B",7/16/2015,"Nova Pierogova",35,22,10,4
Juliaaurora,7/12/2015,"Nova Pierogova",24,9,26,4
"Ulrik J",7/7/2015,"Nova Pierogova",76,28,23,4
"Ewa W",7/7/2015,"Nova Pierogova",10,8,5,4
"Meghan D",6/20/2015,"Nova Pierogova",7,5,0,5
Adventurer62,6/16/2015,"Nova Pierogova",68,34,18,5
"Tom R",6/14/2015,"Nova Pierogova",42,38,8,4
"Heather S",6/14/2015,"Nova Pierogova",110,66,29,4
nmitsides1,6/4/2015,"Nova Pierogova",91,62,54,3
"Salla O",5/27/2015,"Nova Pierogova",7,4,4,4
kruuza,5/23/2015,"Nova Pierogova",170,98,78,5
v700,5/19/2015,"Nova Pierogova",32,14,26,4
"Tomas G",5/13/2015,"Nova Pierogova",9,7,0,4
"Robert B",5/1/2015,"Nova Pierogova",46,29,16,4
LasBabas,4/19/2015,"Nova Pierogova",27,11,41,5
"Lucy A",4/8/2015,"Nova Pierogova",4,0,0,5
"Bevy JJ G",4/4/2015,"Nova Pierogova",19,19,7,4
"Iain N",3/12/2015,"Nova Pierogova",10,3,4,5
NiallF91,3/8/2015,"Nova Pierogova",16,12,9,4
wabajisik,2/24/2015,"Nova Pierogova",30,11,15,3
"Natalia K",2/7/2015,"Nova Pierogova",8,7,1,2
PeterCF44,12/18/2014,"Nova Pierogova",62,38,40,5
"Riccardo B",11/24/2014,"Nova Pierogova",1,0,0,5
mali2007,10/31/2014,"Nova Pierogova",50,14,89,4
JacekBJ,10/27/2014,"Nova Pierogova",437,253,364,1
"Matt O",10/25/2014,"Nova Pierogova",9,4,4,5
Kingsjill,10/23/2014,"Nova Pierogova",13,6,10,4
NrSmith,10/22/2014,"Nova Pierogova",6,0,3,5
AngelaWI,9/17/2014,"Nova Pierogova",21,10,15,4
Closie,9/13/2014,"Nova Pierogova",1,0,0,5
Jilllian,8/25/2014,"Nova Pierogova",650,466,347,5
RosineB,8/22/2014,"Nova Pierogova",158,63,70,4
Larksongbird,8/10/2014,"Nova Pierogova",21,13,17,5
"kris k",8/3/2014,"Nova Pierogova",8,6,11,5
KovskiJordan,7/2/2014,"Nova Pierogova",3,0,2,5
"Tony H",6/30/2014,"Nova Pierogova",68,46,29,5
"Adrian H",6/20/2014,"Nova Pierogova",18,10,4,5
DesL,6/17/2014,"Nova Pierogova",14,10,7,5
LondonNYWA,6/16/2014,"Nova Pierogova",19,16,8,5
GSheppard,5/27/2014,"Nova Pierogova",3,3,1,5
MagdaBW,4/21/2014,"Nova Pierogova",35,22,22,5
"Kachna K",11/12/2015,"Nova Pierogova",2,0,0,4
Smakoszzz,11/12/2015,"Nova Pierogova",12,11,0,2
Zorg1970,11/5/2015,"Nova Pierogova",257,87,95,5
"Michael F",10/29/2015,"Nova Pierogova",32,15,6,5
tigda,10/22/2015,"Nova Pierogova",1,0,0,5
Zyrek,10/22/2015,"Nova Pierogova",26,13,9,5
Cristina...,10/12/2015,"Nova Pierogova",11,10,0,5
"Manuel S",10/12/2015,"Nova Pierogova",9,9,0,5
Adamjot,10/11/2015,"Nova Pierogova",23,11,1,5
agnieszka...,10/1/2015,"Nova Pierogova",32,25,15,4
"Darya R",9/20/2015,"Nova Pierogova",4,4,0,5
mgr6,9/19/2015,"Nova Pierogova",18,12,2,5
"Anna G",9/14/2015,"Nova Pierogova",4,3,1,4
Carstenau...,9/12/2015,"Nova Pierogova",43,19,16,5
"Pawe B",9/10/2015,"Nova Pierogova",44,42,4,4
lavi58,8/31/2015,"Nova Pierogova",143,99,51,4
BirlitW,8/27/2015,"Nova Pierogova",1,0,0,4
viaggiatr...,8/21/2015,"Nova Pierogova",487,180,263,3
"Jorg  M",8/18/2015,"Nova Pierogova",2,0,0,5
Katarzyna...,8/18/2015,"Nova Pierogova",39,21,9,5
"Aniel U",8/18/2015,"Nova Pierogova",24,5,4,4
janmp89,8/17/2015,"Nova Pierogova",26,6,13,5
"Sylwia P",8/15/2015,"Nova Pierogova",45,24,12,5
"Damian S",8/15/2015,"Nova Pierogova",8,5,2,5
"Izabela S",8/12/2015,"Nova Pierogova",15,8,2,4
Artyogin,8/7/2015,"Nova Pierogova",15,10,0,4
Bertaaaw,7/29/2015,"Nova Pierogova",8,8,4,4
Pawlikowa,7/28/2015,"Nova Pierogova",13,9,2,3
"Adam C",7/25/2015,"Nova Pierogova",8,5,8,5
"anto s",7/20/2015,"Nova Pierogova",3,3,0,4
KPNTN,7/7/2015,"Nova Pierogova",90,43,30,5
"Marcin D",6/14/2015,"Nova Pierogova",3,3,0,4
"Damaris L",5/24/2015,"Nova Pierogova",64,27,26,5
Brzozap,5/16/2015,"Nova Pierogova",7,5,4,5
Leo77li,5/2/2015,"Nova Pierogova",14,11,2,4
Agniees,3/9/2015,"Nova Pierogova",1,0,0,2
Melanie-P...,3/8/2015,"Nova Pierogova",7,6,3,5
Catarzina,3/1/2015,"Nova Pierogova",2,0,2,5
"Lea C",1/16/2015,"Nova Pierogova",5,5,2,5
"Laura R",1/7/2015,"Nova Pierogova",7,5,7,4
erman77,1/7/2015,"Nova Pierogova",39,20,27,4
Roxing75,1/6/2015,"Nova Pierogova",43,27,12,4
"M M",12/15/2014,"Nova Pierogova",10,3,7,5
Sebastien...,11/22/2014,"Nova Pierogova",19,17,7,5
bcha2014,11/22/2014,"Nova Pierogova",9,9,8,4
Christian...,11/4/2014,"Nova Pierogova",18,12,8,5
"anna q",10/25/2014,"Nova Pierogova",3,0,5,2
"Itziar B",10/22/2014,"Nova Pierogova",9,3,3,5
"Marta K",10/16/2014,"Nova Pierogova",2,0,0,5
"enza  s",10/7/2014,"Nova Pierogova",9,8,9,5
Qazx11,10/5/2014,"Nova Pierogova",30,26,44,3
luca8270,9/30/2014,"Nova Pierogova",2,0,0,5
pstiva,9/27/2014,"Nova Pierogova",616,458,663,4
Barbor201...,9/16/2014,"Nova Pierogova",1,0,0,4
Meuwka,9/4/2014,"Nova Pierogova",2,0,1,5
"luca p",9/1/2014,"Nova Pierogova",27,18,12,5
...,8/30/2014,"Nova Pierogova",73,23,38,5
Bogumia...,8/26/2014,"Nova Pierogova",10,4,3,3
"Ralph B",8/25/2014,"Nova Pierogova",36,29,14,5
Bmbr2014,8/24/2014,"Nova Pierogova",27,20,13,5
Alessandr...,8/22/2014,"Nova Pierogova",67,33,23,5
"Ja C",8/22/2014,"Nova Pierogova",15,11,8,5
Krzysztof...,8/21/2014,"Nova Pierogova",12,10,0,4
...,8/21/2014,"Nova Pierogova",6,0,26,4
DC-3Viato...,8/7/2014,"Nova Pierogova",271,63,110,5
kurthoeg,8/6/2014,"Nova Pierogova",26,10,7,4
Mkot122,7/25/2014,"Nova Pierogova",2,0,3,3
"Maciej M",7/23/2014,"Nova Pierogova",2,0,0,4
Anastasia...,7/10/2014,"Nova Pierogova",72,13,56,4
k-antony,7/5/2014,"Nova Pierogova",15,4,8,4
AnnaT63,7/1/2014,"Nova Pierogova",35,9,21,5
Luca_Tell...,6/20/2014,"Nova Pierogova",32,21,18,4
Misza81,6/15/2014,"Nova Pierogova",4,4,7,3
Empoli_FI...,5/26/2014,"Nova Pierogova",10,9,4,5
Wojciech...,3/25/2014,"Nova Pierogova",302,177,160,5
Ali610,11/12/2015,Pueblo,41,25,23,5
m0zfan,11/12/2015,Pueblo,58,40,68,5
midsummer,11/12/2015,Pueblo,11,5,16,5
TheCodfather,11/5/2015,Pueblo,64,38,88,4
"Peter B",9/30/2015,Pueblo,10,7,4,5
kochamkinie,9/24/2015,Pueblo,154,37,71,5
Kallejar,9/17/2015,Pueblo,4,3,1,5
"Marit E",9/16/2015,Pueblo,2,0,1,5
hoggite,9/7/2015,Pueblo,4,3,1,3
AndyCove,9/3/2015,Pueblo,49,28,27,5
SiriWT,8/28/2015,Pueblo,26,7,13,5
EirinLZ,8/15/2015,Pueblo,17,14,10,5
alicia01986,8/9/2015,Pueblo,3,3,0,3
Kristiangrill,7/19/2015,Pueblo,7,6,4,5
tonik448,7/18/2015,Pueblo,9,8,1,2
Rolness,7/18/2015,Pueblo,13,8,5,5
miimikko,7/18/2015,Pueblo,15,14,1,4
"Mustafa H",7/9/2015,Pueblo,5,0,2,5
Tapio31,7/7/2015,Pueblo,31,16,3,4
"Emily D",7/5/2015,Pueblo,15,13,7,4
Vigdis-John,7/4/2015,Pueblo,24,16,17,5
"Esteban F",7/2/2015,Pueblo,13,10,1,5
"Wout V",7/1/2015,Pueblo,27,11,4,5
pawel_hbg,6/29/2015,Pueblo,403,120,349,2
"Tom R",6/14/2015,Pueblo,42,38,8,4
marcowy,6/9/2015,Pueblo,28,17,2,5
Kingoftheslums,6/8/2015,Pueblo,101,53,96,5
"Salla O",5/27/2015,Pueblo,7,4,4,3
"Lee M",5/19/2015,Pueblo,32,13,9,4
"MARK J",4/18/2015,Pueblo,47,12,47,5
"Michelle M",4/4/2015,Pueblo,62,35,28,2
"Andy M",3/28/2015,Pueblo,10,6,3,5
YoungNorwegian,3/22/2015,Pueblo,61,58,15,4
robertf50,3/12/2015,Pueblo,30,11,26,3
aandr38,3/6/2015,Pueblo,59,28,30,5
"Zosia D",2/1/2015,Pueblo,2,0,0,4
"Matthijs J",1/21/2015,Pueblo,20,9,5,4
"Blerta D",1/19/2015,Pueblo,20,9,0,5
"Natalia D",1/7/2015,Pueblo,18,0,10,5
guptaka,1/3/2015,Pueblo,15,14,5,2
"Anders G",1/1/2015,Pueblo,2,0,3,5
"moya f",1/1/2015,Pueblo,25,17,14,4
"Dominik M",12/25/2014,Pueblo,221,112,68,5
andy_scot_uk,12/8/2014,Pueblo,211,102,192,5
French-Fancy36,11/22/2014,Pueblo,38,28,28,5
SO39London,10/30/2014,Pueblo,15,4,19,5
